"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Profit","Profit_Margin"
"5427","FDX56",17.1,"Regular",0.074361,"Fruits and Vegetables",206.1638,"OUT018","2009","Medium","Tier 3","Supermarket Type2",4141.276,3935.112,95.022
"5428","FDE51",5.925,"Regular",0.168902,"Dairy",43.4086,"OUT019","1985","Small","Tier 1","Grocery Store",44.6086,1.2,2.69
"5429","FDT47",5.26,"Regular",0.024559,"Breads",95.6068,"OUT045","2002","Small","Tier 2","Supermarket Type1",2332.963,2237.356,95.902
"5430","FDM22",14,"Regular",0.04195,"Snack Foods",54.064,"OUT035","2004","Small","Tier 2","Supermarket Type1",1118.544,1064.48,95.167
"5431","FDB27",7.575,"Low_Fat",0.055502,"Dairy",196.5768,"OUT045","2002","Small","Tier 2","Supermarket Type1",1576.614,1380.037,87.532
"5432","FDE02",8.71,"Low_Fat",0.120663,"Canned",95.6778,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2910.212,2814.534,96.712
"5433","FDD38",16.75,"Regular",0.00819,"Canned",103.7674,"OUT035","2004","Small","Tier 2","Supermarket Type1",2852.287,2748.52,96.362
"5434","FDF34",9.3,"Regular",0.014099,"Snack Foods",197.7084,"OUT017","2007","Small","Tier 2","Supermarket Type1",3372.943,3175.235,94.138
"5435","FDP15",15.2,"Low_Fat",0.041768,"Meat",256.033,"OUT010","1998","Small","Tier 3","Grocery Store",1281.665,1025.632,80.023
"5436","NCI29",8.6,"Low_Fat",0.032806,"Health and Hygiene",143.6154,"OUT017","2007","Small","Tier 2","Supermarket Type1",2127.231,1983.616,93.249
"5437","FDU27",18.6,"Regular",0.172447,"Meat",47.1376,"OUT017","2007","Small","Tier 2","Supermarket Type1",767.0016,719.864,93.854
"5438","NCD55",14,"Low_Fat",0.024213,"Household",42.4454,"OUT027","1985","Medium","Tier 3","Supermarket Type3",293.6178,251.1724,85.544
"5439","FDU37",9.5,"Regular",0.083569,"Canned",79.596,"OUT046","1997","Small","Tier 1","Supermarket Type1",1038.648,959.052,92.337
"5440","FDA01",15,"Regular",0.054686,"Canned",60.2904,"OUT017","2007","Small","Tier 2","Supermarket Type1",1581.941,1521.651,96.189
"5441","FDS13",6.465,"Low_Fat",0.124759,"Canned",264.1884,"OUT045","2002","Small","Tier 2","Supermarket Type1",3444.849,3180.661,92.331
"5442","FDK55",18.5,"Low_Fat",0.025867,"Meat",88.9172,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1695.127,1606.21,94.755
"5443","FDR36",6.715,"Regular",0.121563,"Baking Goods",43.7454,"OUT035","2004","Small","Tier 2","Supermarket Type1",545.2902,501.5448,91.978
"5444","DRK49",14.15,"Low_Fat",0.036,"Soft Drinks",41.5138,"OUT049","1999","Medium","Tier 1","Supermarket Type1",162.4552,120.9414,74.446
"5445","DRM23",16.6,"Low_Fat",0.129607,"Hard Drinks",171.7422,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6207.919,6036.177,97.233
"5446","FDH47",13.5,"Regular",0.215612,"Starchy Foods",98.6068,"OUT010","1998","Small","Tier 3","Grocery Store",97.2068,-1.4,-1.44
"5447","FDZ21",17.6,"Regular",0.039382,"Snack Foods",98.041,"OUT018","2009","Medium","Tier 3","Supermarket Type2",675.787,577.746,85.492
"5448","FDI57",19.85,"Low_Fat",0.054331,"Seafood",198.7768,"OUT017","2007","Small","Tier 2","Supermarket Type1",4532.766,4333.989,95.615
"5449","FDK26",5.46,"Regular",0.056338,"Canned",184.624,"OUT019","1985","Small","Tier 1","Grocery Store",1304.968,1120.344,85.852
"5450","FDQ36",7.855,"Regular",0.161517,"Baking Goods",37.0848,"OUT035","2004","Small","Tier 2","Supermarket Type1",447.4176,410.3328,91.711
"5451","FDJ58",15.6,"Regular",0.18436,"Snack Foods",172.6764,"OUT019","1985","Small","Tier 1","Grocery Store",858.882,686.2056,79.895
"5452","FDD45",8.615,"Low_Fat",0.116485,"Fruits and Vegetables",94.1436,"OUT045","2002","Small","Tier 2","Supermarket Type1",1134.523,1040.379,91.702
"5453","FDG50",7.405,"Low_Fat",0.015303,"Canned",89.9146,"OUT045","2002","Small","Tier 2","Supermarket Type1",2189.15,2099.235,95.893
"5454","FDO36",19.7,"Low_Fat",0.136417,"Baking Goods",179.766,"OUT019","1985","Small","Tier 1","Grocery Store",179.766,0,0
"5455","NCW42",18.2,"Low_Fat",0.058707,"Household",220.5456,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3094.638,2874.092,92.873
"5456","NCH18",9.3,"Low_Fat",0.074754,"Household",246.4802,"OUT010","1998","Small","Tier 3","Grocery Store",982.7208,736.2406,74.919
"5457","FDY59",8.195,"Low_Fat",0.031251,"Baking Goods",93.3462,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1018.008,924.6618,90.831
"5458","NCO42",21.25,"Low_Fat",0.024706,"Household",145.1102,"OUT045","2002","Small","Tier 2","Supermarket Type1",1603.912,1458.802,90.953
"5459","FDM45",8.655,"Regular",0.088694,"Snack Foods",122.5756,"OUT017","2007","Small","Tier 2","Supermarket Type1",2181.161,2058.585,94.38
"5460","NCV29",11.8,"Low_Fat",0.038235,"Health and Hygiene",177.5686,"OUT010","1998","Small","Tier 3","Grocery Store",711.0744,533.5058,75.028
"5461","FDT08",13.65,"Low_Fat",0.04898,"Fruits and Vegetables",148.705,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2996.1,2847.395,95.037
"5462","NCQ43",17.75,"Low_Fat",0.194875,"Others",110.2912,"OUT019","1985","Small","Tier 1","Grocery Store",218.3824,108.0912,49.496
"5463","NCA54",16.5,"Low_Fat",0.036611,"Household",180.9318,"OUT013","1987","High","Tier 3","Supermarket Type1",3247.772,3066.84,94.429
"5464","FDW55",12.6,"Regular",0.0205118,"Fruits and Vegetables",248.8092,"OUT035","2004","Small","Tier 2","Supermarket Type1",6723.248,6474.439,96.299
"5465","FDI10",8.51,"Regular",0.078025,"Snack Foods",171.4422,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3448.844,3277.402,95.029
"5466","NCS53",14.5,"Low_Fat",0.15719,"Health and Hygiene",156.8604,"OUT019","1985","Small","Tier 1","Grocery Store",316.9208,160.0604,50.505
"5467","FDZ35",9.6,"Regular",0.022171,"Breads",105.199,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3199.169,3093.97,96.712
"5468","FDF10",15.5,"Regular",0.156798,"Snack Foods",148.6418,"OUT013","1987","High","Tier 3","Supermarket Type1",3972.829,3824.187,96.259
"5469","FDO38",17.25,"Low_Fat",0.073251,"Canned",76.4986,"OUT017","2007","Small","Tier 2","Supermarket Type1",778.986,702.4874,90.18
"5470","FDY45",17.5,"Low_Fat",0.02629,"Snack Foods",253.7356,"OUT017","2007","Small","Tier 2","Supermarket Type1",3815.034,3561.298,93.349
"5471","FDC40",16,"Regular",0.065329,"Dairy",78.4986,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1791.668,1713.169,95.619
"5472","NCO54",19.5,"Low_Fat",0.014296,"Household",53.7614,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1436.796,1383.035,96.258
"5473","FDQ14",9.27,"Low_Fat",0.062039,"Dairy",148.005,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1797.66,1649.655,91.767
"5474","FDM10",18.25,"Low_Fat",0.075908,"Snack Foods",213.4218,"OUT013","1987","High","Tier 3","Supermarket Type1",3846.992,3633.57,94.452
"5475","DRK23",8.395,"Low_Fat",0.072384,"Hard Drinks",251.504,"OUT017","2007","Small","Tier 2","Supermarket Type1",7084.112,6832.608,96.45
"5476","NCR17",9.8,"Low_Fat",0.024363,"Health and Hygiene",114.0492,"OUT013","1987","High","Tier 3","Supermarket Type1",2085.286,1971.237,94.531
"5477","FDG31",12.15,"Low_Fat",0.066352,"Meat",65.0826,"OUT019","1985","Small","Tier 1","Grocery Store",193.7478,128.6652,66.409
"5478","FDH02",7.27,"Regular",0.020823,"Canned",92.4488,"OUT045","2002","Small","Tier 2","Supermarket Type1",996.0368,903.588,90.718
"5479","DRH37",17.6,"Low_Fat",0.041852,"Soft Drinks",162.7526,"OUT017","2007","Small","Tier 2","Supermarket Type1",3124.599,2961.846,94.791
"5480","DRC36",13,"Regular",0.045239,"Soft Drinks",174.1054,"OUT017","2007","Small","Tier 2","Supermarket Type1",4377.635,4203.53,96.023
"5481","FDB56",8.75,"Regular",0.074779,"Fruits and Vegetables",186.3556,"OUT045","2002","Small","Tier 2","Supermarket Type1",3567.356,3381,94.776
"5482","NCK54",12.15,"Low_Fat",0.029583,"Household",114.715,"OUT045","2002","Small","Tier 2","Supermarket Type1",1048.635,933.92,89.061
"5483","NCQ17",10.3,"Low_Fat",0.1074202,"Health and Hygiene",154.663,"OUT013","1987","High","Tier 3","Supermarket Type1",2816.334,2661.671,94.508
"5484","FDM13",6.425,"Low_Fat",0.063433,"Breakfast",132.8626,"OUT018","2009","Medium","Tier 3","Supermarket Type2",524.6504,391.7878,74.676
"5485","FDT44",16.6,"Low_Fat",0.103406,"Fruits and Vegetables",116.4466,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1178.466,1062.019,90.119
"5486","FDO28",5.765,"Low_Fat",0.126585,"Frozen Foods",122.4098,"OUT019","1985","Small","Tier 1","Grocery Store",120.5098,-1.9,-1.577
"5487","NCK07",10.65,"Low_Fat",0.048962,"Others",165.8526,"OUT017","2007","Small","Tier 2","Supermarket Type1",3946.862,3781.009,95.798
"5488","NCP05",19.6,"Low_Fat",0.025287,"Health and Hygiene",151.8024,"OUT046","1997","Small","Tier 1","Supermarket Type1",1366.222,1214.42,88.889
"5489","FDX11",16,"Regular",0.106752,"Baking Goods",181.4634,"OUT046","1997","Small","Tier 1","Supermarket Type1",1090.58,909.1166,83.361
"5490","FDS52",8.89,"Low_Fat",0.005486,"Frozen Foods",99.3016,"OUT045","2002","Small","Tier 2","Supermarket Type1",607.2096,507.908,83.646
"5491","FDB14",20.25,"Regular",0.102932,"Canned",93.212,"OUT045","2002","Small","Tier 2","Supermarket Type1",1304.968,1211.756,92.857
"5492","NCY06",15.25,"Low_Fat",0.060889,"Household",130.1968,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1565.962,1435.765,91.686
"5493","FDS45",5.175,"Regular",0.029663,"Snack Foods",105.2622,"OUT017","2007","Small","Tier 2","Supermarket Type1",2328.968,2223.706,95.48
"5494","DRF23",4.61,"Low_Fat",0.117778,"Hard Drinks",173.8396,"OUT046","1997","Small","Tier 1","Supermarket Type1",1221.077,1047.237,85.763
"5495","FDD33",12.85,"Low_Fat",0.081287,"Fruits and Vegetables",231.9642,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6970.926,6738.962,96.672
"5496","NCA53",11.395,"Low_Fat",0.009919,"Health and Hygiene",49.4034,"OUT018","2009","Medium","Tier 3","Supermarket Type2",777.6544,728.251,93.647
"5497","FDC46",17.7,"Low_Fat",0.11652,"Snack Foods",186.0266,"OUT035","2004","Small","Tier 2","Supermarket Type1",2950.826,2764.799,93.696
"5498","NCW41",18,"Low_Fat",0.015447,"Health and Hygiene",159.2604,"OUT035","2004","Small","Tier 2","Supermarket Type1",3961.51,3802.25,95.98
"5499","FDZ39",19.7,"Regular",0.018098,"Meat",104.599,"OUT018","2009","Medium","Tier 3","Supermarket Type2",309.597,204.998,66.214
"5500","FDE51",5.925,"Regular",0.097013,"Dairy",42.9086,"OUT017","2007","Small","Tier 2","Supermarket Type1",758.3462,715.4376,94.342
"5501","FDG32",19.85,"Low_Fat",0.175143,"Fruits and Vegetables",222.3772,"OUT027","1985","Medium","Tier 3","Supermarket Type3",9562.22,9339.843,97.674
"5502","NCK07",10.65,"Low_Fat",0.048785,"Others",163.9526,"OUT045","2002","Small","Tier 2","Supermarket Type1",1644.526,1480.573,90.03
"5503","NCQ41",14.8,"Low_Fat",0.019477,"Health and Hygiene",193.0794,"OUT035","2004","Small","Tier 2","Supermarket Type1",3901.588,3708.509,95.051
"5504","FDL36",15.1,"Low_Fat",0.07623,"Baking Goods",90.483,"OUT045","2002","Small","Tier 2","Supermarket Type1",1617.894,1527.411,94.407
"5505","FDQ26",13.5,"Regular",0.05824157,"Dairy",57.8562,"OUT049","1999","Medium","Tier 1","Supermarket Type1",711.0744,653.2182,91.864
"5506","FDR02",16.7,"Low_Fat",0.02219,"Dairy",113.1886,"OUT017","2007","Small","Tier 2","Supermarket Type1",3335.658,3222.469,96.607
"5507","FDV59",13.35,"Low_Fat",0.0449112,"Breads",217.6166,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3265.749,3048.132,93.336
"5508","FDZ33",10.195,"Low_Fat",0.1041255,"Snack Foods",147.2076,"OUT010","1998","Small","Tier 3","Grocery Store",739.038,591.8304,80.081
"5509","NCT41",15.7,"Low_Fat",0.056104,"Health and Hygiene",153.5024,"OUT045","2002","Small","Tier 2","Supermarket Type1",2580.641,2427.139,94.052
"5510","FDB17",13.15,"Low_Fat",0.061382,"Frozen Foods",179.9976,"OUT010","1998","Small","Tier 3","Grocery Store",181.0976,1.1,0.607
"5511","FDN44",13.15,"Low_Fat",0.022796,"Fruits and Vegetables",160.192,"OUT046","1997","Small","Tier 1","Supermarket Type1",1597.92,1437.728,89.975
"5512","FDE45",12.1,"Low_Fat",0.040324,"Fruits and Vegetables",180.0002,"OUT013","1987","High","Tier 3","Supermarket Type1",4656.605,4476.605,96.135
"5513","FDG47",12.8,"Low_Fat",0.070013,"Starchy Foods",262.8252,"OUT017","2007","Small","Tier 2","Supermarket Type1",2885.577,2622.752,90.892
"5514","NCP02",7.105,"Low_Fat",0.044592,"Household",59.6562,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2192.479,2132.823,97.279
"5515","FDW02",4.805,"Regular",0.037699,"Dairy",125.5704,"OUT046","1997","Small","Tier 1","Supermarket Type1",3880.282,3754.712,96.764
"5516","NCM53",18.75,"Low_Fat",0.052041,"Health and Hygiene",105.728,"OUT046","1997","Small","Tier 1","Supermarket Type1",2024.032,1918.304,94.776
"5517","FDD47",7.6,"Regular",0.142292,"Starchy Foods",171.3448,"OUT013","1987","High","Tier 3","Supermarket Type1",3238.451,3067.106,94.709
"5518","FDE28",9.5,"Regular",0.132522,"Frozen Foods",228.6668,"OUT035","2004","Small","Tier 2","Supermarket Type1",4146.602,3917.935,94.485
"5519","FDV12",16.7,"Regular",0.061123,"Baking Goods",100.0384,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2463.46,2363.422,95.939
"5520","FDE36",5.26,"Regular",0.041943,"Baking Goods",165.4868,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2293.015,2127.528,92.783
"5521","FDU45",15.6,"Regular",0.035506,"Snack Foods",112.4518,"OUT046","1997","Small","Tier 1","Supermarket Type1",3301.702,3189.25,96.594
"5522","FDP28",13.65,"Regular",0.080573,"Frozen Foods",260.1936,"OUT013","1987","High","Tier 3","Supermarket Type1",3914.904,3654.71,93.354
"5523","FDH33",12.85,"Low_Fat",0.121972,"Snack Foods",43.1428,"OUT045","2002","Small","Tier 2","Supermarket Type1",703.0848,659.942,93.864
"5524","FDO44",12.6,"Low_Fat",0.087437,"Fruits and Vegetables",109.9228,"OUT035","2004","Small","Tier 2","Supermarket Type1",663.1368,553.214,83.424
"5525","FDR07",21.35,"Low_Fat",0.13612,"Fruits and Vegetables",94.1094,"OUT019","1985","Small","Tier 1","Grocery Store",190.4188,96.3094,50.578
"5526","FDJ45",17.75,"Low_Fat",0.073397,"Seafood",35.1216,"OUT035","2004","Small","Tier 2","Supermarket Type1",830.9184,795.7968,95.773
"5527","FDS59",14.8,"Regular",0.073469,"Breads",110.857,"OUT010","1998","Small","Tier 3","Grocery Store",329.571,218.714,66.363
"5528","FDU34",18.25,"Low_Fat",0.075132,"Snack Foods",125.9046,"OUT013","1987","High","Tier 3","Supermarket Type1",2365.587,2239.682,94.678
"5529","NCL06",14.65,"Low_Fat",0.120625,"Household",261.7594,"OUT010","1998","Small","Tier 3","Grocery Store",523.3188,261.5594,49.981
"5530","FDR37",16.5,"Regular",0.110888,"Breakfast",181.6292,"OUT010","1998","Small","Tier 3","Grocery Store",1094.575,912.9458,83.406
"5531","NCM53",18.75,"Low_Fat",0.052253,"Health and Hygiene",105.728,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1704.448,1598.72,93.797
"5532","DRG25",10.5,"Low_Fat",0.019046,"Soft Drinks",188.424,"OUT035","2004","Small","Tier 2","Supermarket Type1",2237.088,2048.664,91.577
"5533","DRE25",15.35,"Low_Fat",0.073397,"Soft Drinks",91.912,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2609.936,2518.024,96.478
"5534","FDZ45",14.1,"Low_Fat",0.067012,"Snack Foods",197.1084,"OUT045","2002","Small","Tier 2","Supermarket Type1",2182.492,1985.384,90.969
"5535","NCV53",8.27,"Low_Fat",0.03149,"Health and Hygiene",239.088,"OUT010","1998","Small","Tier 3","Grocery Store",719.064,479.976,66.75
"5536","FDR55",12.15,"Regular",0.132622,"Fruits and Vegetables",190.1872,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3781.744,3591.557,94.971
"5537","FDS47",16.75,"Low_Fat",0.105343,"Breads",87.6856,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1845.598,1757.912,95.249
"5538","DRG27",8.895,"Low_Fat",0.105111,"Dairy",41.1138,"OUT046","1997","Small","Tier 1","Supermarket Type1",690.4346,649.3208,94.045
"5539","FDA02",14,"Regular",0.029769,"Dairy",145.4786,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1300.307,1154.828,88.812
"5540","FDF45",18.2,"Regular",0.012229,"Fruits and Vegetables",56.8904,"OUT045","2002","Small","Tier 2","Supermarket Type1",1406.17,1349.28,95.954
"5541","FDZ58",17.85,"Low_Fat",0.052177,"Snack Foods",122.8072,"OUT046","1997","Small","Tier 1","Supermarket Type1",857.5504,734.7432,85.679
"5542","NCH30",17.1,"Low_Fat",0.067258,"Household",115.186,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2490.092,2374.906,95.374
"5543","FDN03",9.8,"Regular",0.025258,"Meat",248.5408,"OUT010","1998","Small","Tier 3","Grocery Store",751.0224,502.4816,66.906
"5544","FDH12",9.6,"Low_Fat",0.085086,"Baking Goods",105.128,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1065.28,960.152,90.131
"5545","NCH54",13.5,"Low_Fat",0.121633,"Household",161.692,"OUT010","1998","Small","Tier 3","Grocery Store",159.792,-1.9,-1.189
"5546","DRH01",17.5,"Low_Fat",0.098103,"Soft Drinks",172.9738,"OUT045","2002","Small","Tier 2","Supermarket Type1",4344.345,4171.371,96.018
"5547","FDX01",10.1,"Low_Fat",0.024047,"Canned",115.515,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1980.755,1865.24,94.168
"5548","FDD34",7.945,"Low_Fat",0.015966,"Snack Foods",163.521,"OUT017","2007","Small","Tier 2","Supermarket Type1",1794.331,1630.81,90.887
"5549","FDC53",8.68,"Low_Fat",0.008793,"Frozen Foods",96.7384,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2956.152,2859.414,96.728
"5550","FDO28",5.765,"Low_Fat",0.072238,"Frozen Foods",120.0098,"OUT013","1987","High","Tier 3","Supermarket Type1",1687.137,1567.127,92.887
"5551","DRJ51",14.1,"Low_Fat",0.088492,"Dairy",231.1668,"OUT017","2007","Small","Tier 2","Supermarket Type1",7602.104,7370.937,96.959
"5552","FDD14",20.7,"Low_Fat",0.1705,"Canned",184.1266,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1659.839,1475.712,88.907
"5553","FDW35",10.6,"Low_Fat",0.011134,"Breads",42.8454,"OUT018","2009","Medium","Tier 3","Supermarket Type2",167.7816,124.9362,74.464
"5554","NCH18",9.3,"Low_Fat",0.044731,"Household",245.1802,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2456.802,2211.622,90.02
"5555","FDK20",12.6,"Regular",0.041793,"Fruits and Vegetables",122.0072,"OUT017","2007","Small","Tier 2","Supermarket Type1",1347.579,1225.572,90.946
"5556","FDY47",8.6,"Regular",0.054484,"Breads",130.131,"OUT046","1997","Small","Tier 1","Supermarket Type1",1557.972,1427.841,91.647
"5557","FDG32",19.85,"Low_Fat",0.175849,"Fruits and Vegetables",222.0772,"OUT013","1987","High","Tier 3","Supermarket Type1",2001.395,1779.318,88.904
"5558","FDC20",10.65,"Low_Fat",0.024069,"Fruits and Vegetables",56.2272,"OUT018","2009","Medium","Tier 3","Supermarket Type2",559.272,503.0448,89.946
"5559","NCS29",9,"Low_Fat",0.069532,"Health and Hygiene",266.5884,"OUT035","2004","Small","Tier 2","Supermarket Type1",6624.71,6358.122,95.976
"5560","FDG53",10,"Low_Fat",0.045848,"Frozen Foods",138.518,"OUT035","2004","Small","Tier 2","Supermarket Type1",2237.088,2098.57,93.808
"5561","FDV26",20.25,"Regular",0.07616,"Dairy",196.2794,"OUT046","1997","Small","Tier 1","Supermarket Type1",2731.112,2534.833,92.813
"5562","FDE40",15.6,"Regular",0.099705,"Dairy",63.1194,"OUT017","2007","Small","Tier 2","Supermarket Type1",1300.307,1237.188,95.146
"5563","FDM02",12.5,"Regular",0.073735,"Canned",87.1198,"OUT046","1997","Small","Tier 1","Supermarket Type1",1657.176,1570.056,94.743
"5564","FDU11",4.785,"Low_Fat",0.093117,"Breads",118.6098,"OUT017","2007","Small","Tier 2","Supermarket Type1",361.5294,242.9196,67.192
"5565","FDB51",6.92,"Low_Fat",0.038447,"Dairy",63.5852,"OUT035","2004","Small","Tier 2","Supermarket Type1",751.0224,687.4372,91.534
"5566","FDQ03",15,"Regular",0.078172,"Meat",238.8248,"OUT045","2002","Small","Tier 2","Supermarket Type1",3555.372,3316.547,93.283
"5567","DRK35",8.365,"Low_Fat",0.071992,"Hard Drinks",38.3506,"OUT045","2002","Small","Tier 2","Supermarket Type1",986.7156,948.365,96.113
"5568","FDZ32",7.785,"Regular",0.03821,"Fruits and Vegetables",103.8964,"OUT045","2002","Small","Tier 2","Supermarket Type1",946.7676,842.8712,89.026
"5569","FDU38",10.8,"Low_Fat",0.082481,"Dairy",191.6504,"OUT013","1987","High","Tier 3","Supermarket Type1",2492.755,2301.105,92.312
"5570","DRM11",6.57,"Low_Fat",0.06607,"Hard Drinks",261.0278,"OUT046","1997","Small","Tier 1","Supermarket Type1",4165.245,3904.217,93.733
"5571","FDS36",8.38,"Regular",0.046848,"Baking Goods",110.557,"OUT013","1987","High","Tier 3","Supermarket Type1",3844.995,3734.438,97.125
"5572","FDO52",11.6,"Regular",0.077165,"Frozen Foods",172.5106,"OUT046","1997","Small","Tier 1","Supermarket Type1",2566.659,2394.148,93.279
